,path,emotion
2224,data/training\Actor_25\25_01_01_01_home_sad.wav,sad
2225,data/training\Actor_25\25_01_01_01_hurl_sad.wav,sad
2226,data/training\Actor_25\25_01_01_01_hush_sad.wav,sad
2227,data/training\Actor_25\25_01_01_01_jail_sad.wav,sad
2228,data/training\Actor_25\25_01_01_01_jar_sad.wav,sad
2229,data/training\Actor_25\25_01_01_01_join_sad.wav,sad
2230,data/training\Actor_25\25_01_01_01_judge_sad.wav,sad
2231,data/training\Actor_25\25_01_01_01_jug_sad.wav,sad
2232,data/training\Actor_25\25_01_01_01_juice_sad.wav,sad
2233,data/training\Actor_25\25_01_01_01_keen_sad.wav,sad
2234,data/training\Actor_25\25_01_01_01_keep_sad.wav,sad
2235,data/training\Actor_25\25_01_01_01_keg_sad.wav,sad
2236,data/training\Actor_25\25_01_01_01_kick_sad.wav,sad
2237,data/training\Actor_25\25_01_01_01_kill_sad.wav,sad
2238,data/training\Actor_25\25_01_01_01_king_sad.wav,sad
2239,data/training\Actor_25\25_01_01_01_kite_sad.wav,sad
2240,data/training\Actor_25\25_01_01_01_knock_sad.wav,sad
2241,data/training\Actor_25\25_01_01_01_late_sad.wav,sad
2242,data/training\Actor_25\25_01_01_01_laud_sad.wav,sad
2243,data/training\Actor_25\25_01_01_01_lean_sad.wav,sad
2244,data/training\Actor_25\25_01_01_01_learn_sad.wav,sad
2245,data/training\Actor_25\25_01_01_01_lease_sad.wav,sad
2246,data/training\Actor_25\25_01_01_01_lid_sad.wav,sad
2247,data/training\Actor_25\25_01_01_01_life_sad.wav,sad
2248,data/training\Actor_25\25_01_01_01_limb_sad.wav,sad
2249,data/training\Actor_25\25_01_01_01_live_sad.wav,sad
2250,data/training\Actor_25\25_01_01_01_loaf_sad.wav,sad
2251,data/training\Actor_25\25_01_01_01_long_sad.wav,sad
2252,data/training\Actor_25\25_01_01_01_lore_sad.wav,sad
2253,data/training\Actor_25\25_01_01_01_lose_sad.wav,sad
2254,data/training\Actor_25\25_01_01_01_lot_sad.wav,sad
2255,data/training\Actor_25\25_01_01_01_love_sad.wav,sad
2256,data/training\Actor_25\25_01_01_01_luck_sad.wav,sad
2257,data/training\Actor_25\25_01_01_01_make_sad.wav,sad
2258,data/training\Actor_25\25_01_01_01_match_sad.wav,sad
2259,data/training\Actor_25\25_01_01_01_merge_sad.wav,sad
2260,data/training\Actor_25\25_01_01_01_mess_sad.wav,sad
2261,data/training\Actor_25\25_01_01_01_mop_sad.wav,sad
2262,data/training\Actor_25\25_01_01_01_mouse_sad.wav,sad
2263,data/training\Actor_25\25_01_01_01_nag_sad.wav,sad
2264,data/training\Actor_25\25_01_01_01_name_sad.wav,sad
2265,data/training\Actor_25\25_01_01_01_near_sad.wav,sad
2266,data/training\Actor_25\25_01_01_01_neat_sad.wav,sad
2267,data/training\Actor_25\25_01_01_01_nice_sad.wav,sad
2268,data/training\Actor_25\25_01_01_01_note_sad.wav,sad
2269,data/training\Actor_25\25_01_01_01_numb_sad.wav,sad
2270,data/training\Actor_25\25_01_01_01_pad_sad.wav,sad
2271,data/training\Actor_25\25_01_01_01_page_sad.wav,sad
2272,data/training\Actor_25\25_01_01_01_pain_sad.wav,sad
2273,data/training\Actor_25\25_01_01_01_pass_sad.wav,sad
2274,data/training\Actor_25\25_01_01_01_pearl_sad.wav,sad
2275,data/training\Actor_25\25_01_01_01_peg_sad.wav,sad
2276,data/training\Actor_25\25_01_01_01_perch_sad.wav,sad
2277,data/training\Actor_25\25_01_01_01_phone_sad.wav,sad
2278,data/training\Actor_25\25_01_01_01_pick_sad.wav,sad
2279,data/training\Actor_25\25_01_01_01_pike_sad.wav,sad
2280,data/training\Actor_25\25_01_01_01_pole_sad.wav,sad
2281,data/training\Actor_25\25_01_01_01_pool_sad.wav,sad
2282,data/training\Actor_25\25_01_01_01_puff_sad.wav,sad
2283,data/training\Actor_25\25_01_01_01_rag_sad.wav,sad
2284,data/training\Actor_25\25_01_01_01_raid_sad.wav,sad
2285,data/training\Actor_25\25_01_01_01_rain_sad.wav,sad
2286,data/training\Actor_25\25_01_01_01_raise_sad.wav,sad
2287,data/training\Actor_25\25_01_01_01_rat_sad.wav,sad
2288,data/training\Actor_25\25_01_01_01_reach_sad.wav,sad
2289,data/training\Actor_25\25_01_01_01_read_sad.wav,sad
2290,data/training\Actor_25\25_01_01_01_red_sad.wav,sad
2291,data/training\Actor_25\25_01_01_01_ring_sad.wav,sad
2292,data/training\Actor_25\25_01_01_01_ripe_sad.wav,sad
2293,data/training\Actor_25\25_01_01_01_road_sad.wav,sad
2294,data/training\Actor_25\25_01_01_01_room_sad.wav,sad
2295,data/training\Actor_25\25_01_01_01_rose_sad.wav,sad
2296,data/training\Actor_25\25_01_01_01_rot_sad.wav,sad
2297,data/training\Actor_25\25_01_01_01_rough_sad.wav,sad
2298,data/training\Actor_25\25_01_01_01_rush_sad.wav,sad
2299,data/training\Actor_25\25_01_01_01_said_sad.wav,sad
2300,data/training\Actor_25\25_01_01_01_sail_sad.wav,sad
2301,data/training\Actor_25\25_01_01_01_search_sad.wav,sad
2302,data/training\Actor_25\25_01_01_01_seize_sad.wav,sad
2303,data/training\Actor_25\25_01_01_01_sell_sad.wav,sad
2304,data/training\Actor_25\25_01_01_01_shack_sad.wav,sad
2305,data/training\Actor_25\25_01_01_01_shall_sad.wav,sad
2306,data/training\Actor_25\25_01_01_01_shawl_sad.wav,sad
2307,data/training\Actor_25\25_01_01_01_sheep_sad.wav,sad
2308,data/training\Actor_25\25_01_01_01_shirt_sad.wav,sad
2309,data/training\Actor_25\25_01_01_01_should_sad.wav,sad
2310,data/training\Actor_25\25_01_01_01_shout_sad.wav,sad
2311,data/training\Actor_25\25_01_01_01_size_sad.wav,sad
2312,data/training\Actor_25\25_01_01_01_soap_sad.wav,sad
2313,data/training\Actor_25\25_01_01_01_soup_sad.wav,sad
2314,data/training\Actor_25\25_01_01_01_sour_sad.wav,sad
2315,data/training\Actor_25\25_01_01_01_south_sad.wav,sad
2316,data/training\Actor_25\25_01_01_01_sub_sad.wav,sad
2317,data/training\Actor_25\25_01_01_01_such_sad.wav,sad
2318,data/training\Actor_25\25_01_01_01_sure_sad.wav,sad
2319,data/training\Actor_25\25_01_01_01_take_sad.wav,sad
2320,data/training\Actor_25\25_01_01_01_talk_sad.wav,sad
2321,data/training\Actor_25\25_01_01_01_tape_sad.wav,sad
2322,data/training\Actor_25\25_01_01_01_team_sad.wav,sad
2323,data/training\Actor_25\25_01_01_01_tell_sad.wav,sad
2324,data/training\Actor_25\25_01_01_01_thin_sad.wav,sad
2325,data/training\Actor_25\25_01_01_01_third_sad.wav,sad
2326,data/training\Actor_25\25_01_01_01_thought_sad.wav,sad
2327,data/training\Actor_25\25_01_01_01_thumb_sad.wav,sad
2328,data/training\Actor_25\25_01_01_01_time_sad.wav,sad
2329,data/training\Actor_25\25_01_01_01_tip_sad.wav,sad
2330,data/training\Actor_25\25_01_01_01_tire_sad.wav,sad
2331,data/training\Actor_25\25_01_01_01_ton_sad.wav,sad
2332,data/training\Actor_25\25_01_01_01_tool_sad.wav,sad
2333,data/training\Actor_25\25_01_01_01_tough_sad.wav,sad
2334,data/training\Actor_25\25_01_01_01_turn_sad.wav,sad
2335,data/training\Actor_25\25_01_01_01_vine_sad.wav,sad
2336,data/training\Actor_25\25_01_01_01_voice_sad.wav,sad
2337,data/training\Actor_25\25_01_01_01_void_sad.wav,sad
2338,data/training\Actor_25\25_01_01_01_vote_sad.wav,sad
2339,data/training\Actor_25\25_01_01_01_wag_sad.wav,sad
2340,data/training\Actor_25\25_01_01_01_walk_sad.wav,sad
2341,data/training\Actor_25\25_01_01_01_wash_sad.wav,sad
2342,data/training\Actor_25\25_01_01_01_week_sad.wav,sad
2343,data/training\Actor_25\25_01_01_01_wheat_sad.wav,sad
2344,data/training\Actor_25\25_01_01_01_when_sad.wav,sad
2345,data/training\Actor_25\25_01_01_01_which_sad.wav,sad
2346,data/training\Actor_25\25_01_01_01_whip_sad.wav,sad
2347,data/training\Actor_25\25_01_01_01_white_sad.wav,sad
2348,data/training\Actor_25\25_01_01_01_wife_sad.wav,sad
2349,data/training\Actor_25\25_01_01_01_wire_sad.wav,sad
2350,data/training\Actor_25\25_01_01_01_witch_sad.wav,sad
2351,data/training\Actor_25\25_01_01_01_yearn_sad.wav,sad
2352,data/training\Actor_25\25_01_01_01_yes_sad.wav,sad
2353,data/training\Actor_25\25_01_01_01_young_sad.wav,sad
2354,data/training\Actor_25\25_01_01_01_youth_sad.wav,sad
2355,data/training\Actor_26\26_01_01_01_back_sad.wav,sad
2356,data/training\Actor_26\26_01_01_01_bar_sad.wav,sad
2357,data/training\Actor_26\26_01_01_01_base_sad.wav,sad
2358,data/training\Actor_26\26_01_01_01_bath_sad.wav,sad
2359,data/training\Actor_26\26_01_01_01_bean_sad.wav,sad
2360,data/training\Actor_26\26_01_01_01_beg_sad.wav,sad
2361,data/training\Actor_26\26_01_01_01_bite_sad.wav,sad
2362,data/training\Actor_26\26_01_01_01_boat_sad.wav,sad
2363,data/training\Actor_26\26_01_01_01_bone_sad.wav,sad
2364,data/training\Actor_26\26_01_01_01_book_sad.wav,sad
2365,data/training\Actor_26\26_01_01_01_bought_sad.wav,sad
2366,data/training\Actor_26\26_01_01_01_burn_sad.wav,sad
2367,data/training\Actor_26\26_01_01_01_cab_sad.wav,sad
2368,data/training\Actor_26\26_01_01_01_calm_sad.wav,sad
2369,data/training\Actor_26\26_01_01_01_came_sad.wav,sad
2370,data/training\Actor_26\26_01_01_01_cause_sad.wav,sad
2371,data/training\Actor_26\26_01_01_01_chain_sad.wav,sad
2372,data/training\Actor_26\26_01_01_01_chair_sad.wav,sad
2373,data/training\Actor_26\26_01_01_01_chalk_sad.wav,sad
2374,data/training\Actor_26\26_01_01_01_chat_sad.wav,sad
2375,data/training\Actor_26\26_01_01_01_check_sad.wav,sad
2376,data/training\Actor_26\26_01_01_01_cheek_sad.wav,sad
2377,data/training\Actor_26\26_01_01_01_chief_sad.wav,sad
2378,data/training\Actor_26\26_01_01_01_choice_sad.wav,sad
2379,data/training\Actor_26\26_01_01_01_cool_sad.wav,sad
2380,data/training\Actor_26\26_01_01_01_dab_sad.wav,sad
2381,data/training\Actor_26\26_01_01_01_date_sad.wav,sad
2382,data/training\Actor_26\26_01_01_01_dead_sad.wav,sad
2383,data/training\Actor_26\26_01_01_01_death_sad.wav,sad
2384,data/training\Actor_26\26_01_01_01_deep_sad.wav,sad
2385,data/training\Actor_26\26_01_01_01_dime_sad.wav,sad
2386,data/training\Actor_26\26_01_01_01_dip_sad.wav,sad
2387,data/training\Actor_26\26_01_01_01_ditch_sad.wav,sad
2388,data/training\Actor_26\26_01_01_01_dodge_sad.wav,sad
2389,data/training\Actor_26\26_01_01_01_dog_sad.wav,sad
2390,data/training\Actor_26\26_01_01_01_doll_sad.wav,sad
2391,data/training\Actor_26\26_01_01_01_door_sad.wav,sad
2392,data/training\Actor_26\26_01_01_01_fail_sad.wav,sad
2393,data/training\Actor_26\26_01_01_01_fall_sad.wav,sad
2394,data/training\Actor_26\26_01_01_01_far_sad.wav,sad
2395,data/training\Actor_26\26_01_01_01_fat_sad.wav,sad
2396,data/training\Actor_26\26_01_01_01_fit_sad.wav,sad
2397,data/training\Actor_26\26_01_01_01_five_sad.wav,sad
2398,data/training\Actor_26\26_01_01_01_food_sad.wav,sad
2399,data/training\Actor_26\26_01_01_01_gap_sad.wav,sad
2400,data/training\Actor_26\26_01_01_01_gas_sad.wav,sad
2401,data/training\Actor_26\26_01_01_01_gaze_sad.wav,sad
2402,data/training\Actor_26\26_01_01_01_germ_sad.wav,sad
2403,data/training\Actor_26\26_01_01_01_get_sad.wav,sad
2404,data/training\Actor_26\26_01_01_01_gin_sad.wav,sad
2405,data/training\Actor_26\26_01_01_01_goal_sad.wav,sad
2406,data/training\Actor_26\26_01_01_01_good_sad.wav,sad
2407,data/training\Actor_26\26_01_01_01_goose_sad.wav,sad
2408,data/training\Actor_26\26_01_01_01_gun_sad.wav,sad
2409,data/training\Actor_26\26_01_01_01_half_sad.wav,sad
2410,data/training\Actor_26\26_01_01_01_hall_sad.wav,sad
2411,data/training\Actor_26\26_01_01_01_hash_sad.wav,sad
2412,data/training\Actor_26\26_01_01_01_hate_sad.wav,sad
2413,data/training\Actor_26\26_01_01_01_have_sad.wav,sad
2414,data/training\Actor_26\26_01_01_01_haze_sad.wav,sad
2415,data/training\Actor_26\26_01_01_01_hire_sad.wav,sad
2416,data/training\Actor_26\26_01_01_01_hit_sad.wav,sad
2417,data/training\Actor_26\26_01_01_01_hole_sad.wav,sad
2418,data/training\Actor_26\26_01_01_01_home_sad.wav,sad
2419,data/training\Actor_26\26_01_01_01_hurl_sad.wav,sad
2420,data/training\Actor_26\26_01_01_01_hush_sad.wav,sad
2421,data/training\Actor_26\26_01_01_01_jail_sad.wav,sad
2422,data/training\Actor_26\26_01_01_01_jar_sad.wav,sad
2423,data/training\Actor_26\26_01_01_01_join_sad.wav,sad
2424,data/training\Actor_26\26_01_01_01_judge_sad.wav,sad
2425,data/training\Actor_26\26_01_01_01_jug_sad.wav,sad
2426,data/training\Actor_26\26_01_01_01_juice_sad.wav,sad
2427,data/training\Actor_26\26_01_01_01_keen_sad.wav,sad
2428,data/training\Actor_26\26_01_01_01_keep_sad.wav,sad
2429,data/training\Actor_26\26_01_01_01_keg_sad.wav,sad
2430,data/training\Actor_26\26_01_01_01_kick_sad.wav,sad
2431,data/training\Actor_26\26_01_01_01_kill_sad.wav,sad
2432,data/training\Actor_26\26_01_01_01_king_sad.wav,sad
2433,data/training\Actor_26\26_01_01_01_kite_sad.wav,sad
2434,data/training\Actor_26\26_01_01_01_knock_sad.wav,sad
2435,data/training\Actor_26\26_01_01_01_late_sad.wav,sad
2436,data/training\Actor_26\26_01_01_01_laud_sad.wav,sad
2437,data/training\Actor_26\26_01_01_01_lean_sad.wav,sad
2438,data/training\Actor_26\26_01_01_01_learn_sad.wav,sad
2439,data/training\Actor_26\26_01_01_01_lease_sad.wav,sad
2440,data/training\Actor_26\26_01_01_01_lid_sad.wav,sad
2441,data/training\Actor_26\26_01_01_01_life_sad.wav,sad
2442,data/training\Actor_26\26_01_01_01_limb_sad.wav,sad
2443,data/training\Actor_26\26_01_01_01_live_sad.wav,sad
2444,data/training\Actor_26\26_01_01_01_loaf_sad.wav,sad
2445,data/training\Actor_26\26_01_01_01_long_sad.wav,sad
2446,data/training\Actor_26\26_01_01_01_lore_sad.wav,sad
2447,data/training\Actor_26\26_01_01_01_lose_sad.wav,sad
2448,data/training\Actor_26\26_01_01_01_lot_sad.wav,sad
2449,data/training\Actor_26\26_01_01_01_love_sad.wav,sad
2450,data/training\Actor_26\26_01_01_01_luck_sad.wav,sad
2451,data/training\Actor_26\26_01_01_01_make_sad.wav,sad
2452,data/training\Actor_26\26_01_01_01_match_sad.wav,sad
2453,data/training\Actor_26\26_01_01_01_merge_sad.wav,sad
2454,data/training\Actor_26\26_01_01_01_mess_sad.wav,sad
2455,data/training\Actor_26\26_01_01_01_met_sad.wav,sad
2456,data/training\Actor_26\26_01_01_01_mill_sad.wav,sad
2457,data/training\Actor_26\26_01_01_01_mob_sad.wav,sad
2458,data/training\Actor_26\26_01_01_01_mode_sad.wav,sad
2459,data/training\Actor_26\26_01_01_01_mood_sad.wav,sad
2460,data/training\Actor_26\26_01_01_01_moon_sad.wav,sad
2461,data/training\Actor_26\26_01_01_01_mop_sad.wav,sad
2462,data/training\Actor_26\26_01_01_01_mouse_sad.wav,sad
2463,data/training\Actor_26\26_01_01_01_nag_sad.wav,sad
2464,data/training\Actor_26\26_01_01_01_name_sad.wav,sad
2465,data/training\Actor_26\26_01_01_01_near_sad.wav,sad
2466,data/training\Actor_26\26_01_01_01_neat_sad.wav,sad
2467,data/training\Actor_26\26_01_01_01_nice_sad.wav,sad
2468,data/training\Actor_26\26_01_01_01_note_sad.wav,sad
2469,data/training\Actor_26\26_01_01_01_numb_sad.wav,sad
2470,data/training\Actor_26\26_01_01_01_pad_sad.wav,sad
2471,data/training\Actor_26\26_01_01_01_page_sad.wav,sad
2472,data/training\Actor_26\26_01_01_01_pain_sad.wav,sad
2473,data/training\Actor_26\26_01_01_01_pass_sad.wav,sad
2474,data/training\Actor_26\26_01_01_01_pearl_sad.wav,sad
2475,data/training\Actor_26\26_01_01_01_peg_sad.wav,sad
2476,data/training\Actor_26\26_01_01_01_perch_sad.wav,sad
2477,data/training\Actor_26\26_01_01_01_phone_sad.wav,sad
2478,data/training\Actor_26\26_01_01_01_pick_sad.wav,sad
2479,data/training\Actor_26\26_01_01_01_pike_sad.wav,sad
2480,data/training\Actor_26\26_01_01_01_pole_sad.wav,sad
2481,data/training\Actor_26\26_01_01_01_pool_sad.wav,sad
2482,data/training\Actor_26\26_01_01_01_puff_sad.wav,sad
2483,data/training\Actor_26\26_01_01_01_rag_sad.wav,sad
2484,data/training\Actor_26\26_01_01_01_raid_sad.wav,sad
2485,data/training\Actor_26\26_01_01_01_rain_sad.wav,sad
2486,data/training\Actor_26\26_01_01_01_raise_sad.wav,sad
2487,data/training\Actor_26\26_01_01_01_rat_sad.wav,sad
2488,data/training\Actor_26\26_01_01_01_reach_sad.wav,sad
2489,data/training\Actor_26\26_01_01_01_read_sad.wav,sad
2490,data/training\Actor_26\26_01_01_01_red_sad.wav,sad
2491,data/training\Actor_26\26_01_01_01_ring_sad.wav,sad
2492,data/training\Actor_26\26_01_01_01_ripe_sad.wav,sad
2493,data/training\Actor_26\26_01_01_01_road_sad.wav,sad
2494,data/training\Actor_26\26_01_01_01_room_sad.wav,sad
2495,data/training\Actor_26\26_01_01_01_rose_sad.wav,sad
2496,data/training\Actor_26\26_01_01_01_rot_sad.wav,sad
2497,data/training\Actor_26\26_01_01_01_rough_sad.wav,sad
2498,data/training\Actor_26\26_01_01_01_rush_sad.wav,sad
2499,data/training\Actor_26\26_01_01_01_said_sad.wav,sad
2500,data/training\Actor_26\26_01_01_01_sail_sad.wav,sad
2501,data/training\Actor_26\26_01_01_01_search_sad.wav,sad
2502,data/training\Actor_26\26_01_01_01_seize_sad.wav,sad
2503,data/training\Actor_26\26_01_01_01_sell_sad.wav,sad
2504,data/training\Actor_26\26_01_01_01_shack_sad.wav,sad
2505,data/training\Actor_26\26_01_01_01_shall_sad.wav,sad
2506,data/training\Actor_26\26_01_01_01_shawl_sad.wav,sad
2507,data/training\Actor_26\26_01_01_01_sheep_sad.wav,sad
2508,data/training\Actor_26\26_01_01_01_shirt_sad.wav,sad
2509,data/training\Actor_26\26_01_01_01_should_sad.wav,sad
2510,data/training\Actor_26\26_01_01_01_shout_sad.wav,sad
2511,data/training\Actor_26\26_01_01_01_size_sad.wav,sad
2512,data/training\Actor_26\26_01_01_01_soap_sad.wav,sad
2513,data/training\Actor_26\26_01_01_01_soup_sad.wav,sad
2514,data/training\Actor_26\26_01_01_01_sour_sad.wav,sad
2515,data/training\Actor_26\26_01_01_01_south_sad.wav,sad
2516,data/training\Actor_26\26_01_01_01_sub_sad.wav,sad
2517,data/training\Actor_26\26_01_01_01_such_sad.wav,sad
2518,data/training\Actor_26\26_01_01_01_sure_sad.wav,sad
2519,data/training\Actor_26\26_01_01_01_take_sad.wav,sad
2520,data/training\Actor_26\26_01_01_01_talk_sad.wav,sad
2521,data/training\Actor_26\26_01_01_01_tape_sad.wav,sad
2522,data/training\Actor_26\26_01_01_01_time_sad.wav,sad
2523,data/training\Actor_26\26_01_01_01_tip_sad.wav,sad
2524,data/training\Actor_26\26_01_01_01_tire_sad.wav,sad
2525,data/training\Actor_26\26_01_01_01_ton_sad.wav,sad
2526,data/training\Actor_26\26_01_01_01_tool_sad.wav,sad
2527,data/training\Actor_26\26_01_01_01_tough_sad.wav,sad
2528,data/training\Actor_26\26_01_01_01_turn_sad.wav,sad
2529,data/training\Actor_26\26_01_01_01_vine_sad.wav,sad
2530,data/training\Actor_26\26_01_01_01_voice_sad.wav,sad
2531,data/training\Actor_26\26_01_01_01_void_sad.wav,sad
2532,data/training\Actor_26\26_01_01_01_vote_sad.wav,sad
2533,data/training\Actor_26\26_01_01_01_wag_sad.wav,sad
2534,data/training\Actor_26\26_01_01_01_walk_sad.wav,sad
2535,data/training\Actor_26\26_01_01_01_wash_sad.wav,sad
2536,data/training\Actor_26\26_01_01_01_week_sad.wav,sad
2537,data/training\Actor_26\26_01_01_01_wheat_sad.wav,sad
2538,data/training\Actor_26\26_01_01_01_when_sad.wav,sad
2539,data/training\Actor_26\26_01_01_01_which_sad.wav,sad
2540,data/training\Actor_26\26_01_01_01_whip_sad.wav,sad
2541,data/training\Actor_26\26_01_01_01_white_sad.wav,sad
2542,data/training\Actor_26\26_01_01_01_wife_sad.wav,sad
2543,data/training\Actor_26\26_01_01_01_wire_sad.wav,sad
2544,data/training\Actor_26\26_01_01_01_witch_sad.wav,sad
2545,data/training\Actor_26\26_01_01_01_yearn_sad.wav,sad
2546,data/training\Actor_26\26_01_01_01_yes_sad.wav,sad
2547,data/training\Actor_26\26_01_01_01_young_sad.wav,sad
2548,data/training\Actor_26\26_01_01_01_youth_sad.wav,sad
2549,data/training\Actor_01\01_01_01_01_kids-talking_angry.wav,angry
2550,data/training\Actor_01\01_01_01_02_dogs-sitting_angry.wav,angry
2551,data/training\Actor_01\01_01_01_02_kids-talking_angry.wav,angry
2552,data/training\Actor_01\01_01_02_01_dogs-sitting_angry.wav,angry
2553,data/training\Actor_01\01_01_02_01_kids-talking_angry.wav,angry
2554,data/training\Actor_01\01_01_02_02_dogs-sitting_angry.wav,angry
2555,data/training\Actor_01\01_01_02_02_kids-talking_angry.wav,angry
2556,data/training\Actor_01\01_02_01_01_dogs-sitting_angry.wav,angry
2557,data/training\Actor_01\01_02_01_01_kids-talking_angry.wav,angry
2558,data/training\Actor_01\01_02_01_02_dogs-sitting_angry.wav,angry
2559,data/training\Actor_01\01_02_01_02_kids-talking_angry.wav,angry
2560,data/training\Actor_01\01_02_02_01_dogs-sitting_angry.wav,angry
2561,data/training\Actor_01\01_02_02_01_kids-talking_angry.wav,angry
2562,data/training\Actor_01\01_02_02_02_dogs-sitting_angry.wav,angry
2563,data/training\Actor_01\01_02_02_02_kids-talking_angry.wav,angry
2564,data/training\Actor_01\03-02-05-01-01-01-01_angry.wav,angry
2565,data/training\Actor_01\03-02-05-01-01-02-01_angry.wav,angry
2566,data/training\Actor_01\03-02-05-01-02-01-01_angry.wav,angry
2567,data/training\Actor_01\03-02-05-01-02-02-01_angry.wav,angry
2568,data/training\Actor_01\03-02-05-02-01-01-01_angry.wav,angry
2569,data/training\Actor_01\03-02-05-02-01-02-01_angry.wav,angry
2570,data/training\Actor_01\03-02-05-02-02-01-01_angry.wav,angry
2571,data/training\Actor_01\03-02-05-02-02-02-01_angry.wav,angry
2572,data/training\Actor_02\02_01_01_02_dogs-sitting_angry.wav,angry
2573,data/training\Actor_02\02_01_01_02_kids-talking_angry.wav,angry
2574,data/training\Actor_02\02_01_02_01_dogs-sitting_angry.wav,angry
2575,data/training\Actor_02\02_01_02_01_kids-talking_angry.wav,angry
2576,data/training\Actor_02\02_01_02_02_dogs-sitting_angry.wav,angry
2577,data/training\Actor_02\02_01_02_02_kids-talking_angry.wav,angry
2578,data/training\Actor_02\02_02_01_01_dogs-sitting_angry.wav,angry
2579,data/training\Actor_02\02_02_01_01_kids-talking_angry.wav,angry
2580,data/training\Actor_02\02_02_01_02_dogs-sitting_angry.wav,angry
2581,data/training\Actor_02\02_02_01_02_kids-talking_angry.wav,angry
2582,data/training\Actor_02\02_02_02_01_dogs-sitting_angry.wav,angry
2583,data/training\Actor_02\02_02_02_01_kids-talking_angry.wav,angry
2584,data/training\Actor_02\02_02_02_02_dogs-sitting_angry.wav,angry
2585,data/training\Actor_02\02_02_02_02_kids-talking_angry.wav,angry
2586,data/training\Actor_02\03-02-05-01-01-01-02_angry.wav,angry
2587,data/training\Actor_02\03-02-05-01-01-02-02_angry.wav,angry
2588,data/training\Actor_02\03-02-05-01-02-01-02_angry.wav,angry
2589,data/training\Actor_02\03-02-05-01-02-02-02_angry.wav,angry
2590,data/training\Actor_02\03-02-05-02-01-01-02_angry.wav,angry
2591,data/training\Actor_02\03-02-05-02-01-02-02_angry.wav,angry
2592,data/training\Actor_02\03-02-05-02-02-01-02_angry.wav,angry
2593,data/training\Actor_02\03-02-05-02-02-02-02_angry.wav,angry
2594,data/training\Actor_03\03-02-05-01-01-01-03_angry.wav,angry
2595,data/training\Actor_03\03-02-05-01-01-02-03_angry.wav,angry
2596,data/training\Actor_03\03-02-05-01-02-01-03_angry.wav,angry
2597,data/training\Actor_03\03-02-05-01-02-02-03_angry.wav,angry
2598,data/training\Actor_03\03-02-05-02-01-01-03_angry.wav,angry
2599,data/training\Actor_03\03-02-05-02-01-02-03_angry.wav,angry
2600,data/training\Actor_03\03-02-05-02-02-01-03_angry.wav,angry
2601,data/training\Actor_03\03-02-05-02-02-02-03_angry.wav,angry
2602,data/training\Actor_03\03_01_01_01_dogs-sitting_angry.wav,angry
2603,data/training\Actor_03\03_01_01_01_kids-talking_angry.wav,angry
2604,data/training\Actor_03\03_01_01_02_dogs-sitting_angry.wav,angry
2605,data/training\Actor_03\03_01_01_02_kids-talking_angry.wav,angry
2606,data/training\Actor_03\03_01_02_01_dogs-sitting_angry.wav,angry
2607,data/training\Actor_03\03_01_02_01_kids-talking_angry.wav,angry
2608,data/training\Actor_03\03_01_02_02_dogs-sitting_angry.wav,angry
2609,data/training\Actor_03\03_01_02_02_kids-talking_angry.wav,angry
2610,data/training\Actor_03\03_02_01_01_dogs-sitting_angry.wav,angry
2611,data/training\Actor_03\03_02_01_01_kids-talking_angry.wav,angry
2612,data/training\Actor_03\03_02_01_02_dogs-sitting_angry.wav,angry
2613,data/training\Actor_03\03_02_01_02_kids-talking_angry.wav,angry
2614,data/training\Actor_03\03_02_02_01_dogs-sitting_angry.wav,angry
2615,data/training\Actor_03\03_02_02_01_kids-talking_angry.wav,angry
2616,data/training\Actor_03\03_02_02_02_dogs-sitting_angry.wav,angry
2617,data/training\Actor_03\03_02_02_02_kids-talking_angry.wav,angry
2618,data/training\Actor_04\03-02-05-01-01-01-04_angry.wav,angry
2619,data/training\Actor_04\03-02-05-01-01-02-04_angry.wav,angry
2620,data/training\Actor_04\03-02-05-01-02-01-04_angry.wav,angry
2621,data/training\Actor_04\03-02-05-01-02-02-04_angry.wav,angry
2622,data/training\Actor_04\03-02-05-02-01-01-04_angry.wav,angry
2623,data/training\Actor_04\03-02-05-02-01-02-04_angry.wav,angry
2624,data/training\Actor_04\03-02-05-02-02-01-04_angry.wav,angry
2625,data/training\Actor_04\03-02-05-02-02-02-04_angry.wav,angry
2626,data/training\Actor_04\04_01_01_01_dogs-sitting_angry.wav,angry
2627,data/training\Actor_04\04_01_01_01_kids-talking_angry.wav,angry
2628,data/training\Actor_04\04_01_01_02_dogs-sitting_angry.wav,angry
2629,data/training\Actor_04\04_01_01_02_kids-talking_angry.wav,angry
2630,data/training\Actor_04\04_01_02_01_dogs-sitting_angry.wav,angry
2631,data/training\Actor_04\04_01_02_01_kids-talking_angry.wav,angry
2632,data/training\Actor_04\04_01_02_02_dogs-sitting_angry.wav,angry
2633,data/training\Actor_04\04_01_02_02_kids-talking_angry.wav,angry
2634,data/training\Actor_04\04_02_01_01_dogs-sitting_angry.wav,angry
2635,data/training\Actor_04\04_02_01_01_kids-talking_angry.wav,angry
2636,data/training\Actor_04\04_02_01_02_dogs-sitting_angry.wav,angry
2637,data/training\Actor_04\04_02_01_02_kids-talking_angry.wav,angry
2638,data/training\Actor_04\04_02_02_01_dogs-sitting_angry.wav,angry
